0,1,2,3,4,5,6,7,8,9
0.9265282893139498,0.15854115896296062,0.8733186276977433,0.8274612626088865,0.6112004988284269,0.1157561554713985,0.867801157055912,0.26657293285266703,0.3121299614100711,0.15046730311443834
0.7395143123448318,0.5089143948232716,0.4211235647307876,0.8545725570007884,0.15659590545163815,0.8599394525535433,0.07709870468845814,0.8422309597326764,0.7179045147487266,0.17148795857216237
0.049641687366663856,0.3246144161015755,0.17548405223082253,0.1664703455380957,0.04044806870069395,0.752080549768514,0.2546239721733705,0.6633860286547633,0.6800267759400191,0.2872288117550842
0.9644601835655813,0.10257903682730829,0.580416895150947,0.03750151860350548,0.3820166166760587,0.9926520698692255,0.5408150802685777,0.3576811905898126,0.6428332024249206,0.8463105440483115
0.9906211452507517,0.08925704316528882,0.9349977521775501,0.7296620198359272,0.0249014154794428,0.08630204091242799,0.17607622701618575,0.051159743667370194,0.0496352224662151,0.6149394331083576
0.5366946730048192,0.9721609636535251,0.6007545735877541,0.17080118535171074,0.5026773432308327,0.780601967437701,0.5644173148879607,0.5330875411166763,0.8191981282258773,0.31187834266147785
0.6911015050920796,0.3201084007187578,0.3794355027657007,0.1930643034363111,0.4072730999753984,0.47443109681068585,0.11495681158256699,0.4593429731651768,0.2305307333784402,0.6131049346739365
0.0809273840415008,0.2415355244863001,0.9486724167550559,0.5909556075746949,0.06290835118277027,0.8446775505822587,0.7299372020732919,0.42791765670507265,0.2572047786338394,0.19519920132254798
0.49344435321782665,0.6216044496847755,0.19426028849174848,0.29365536043483964,0.36600763456697805,0.6725943434823405,0.3996323812934195,0.27118108851487743,0.860646748926953,0.2165966750803653
0.1056334416915865,0.08714103747842039,0.9408222411672404,0.27604834675169565,0.6972448208080735,0.6733143378712086,0.5345931460328801,0.4185358249128063,0.8632589230391138,0.8076776834229208
0.12474712199466631,0.811816016934002,0.8659436484482821,0.8849149690218486,0.5146859290462694,0.34373788520574244,0.6615203718098112,0.821942594185812,0.2577116013640389,0.5461953643399616
0.41928086078405047,0.29659331075199,0.3747704662580198,0.8021380434488065,0.35175257832226636,0.25975215918516004,0.3598123310093243,0.3304673007590777,0.4261501996621645,0.7596167152880842
0.8040459134451983,0.45640639930411975,0.028642555290722793,0.5951871470739931,0.037986845521983725,0.31731545036657827,0.5476440257457285,0.7931497059614965,0.20182185355358806,0.7603580633738792
0.48883096414407234,0.8257533564351965,0.2594186017875435,0.20965834845366482,0.5438405735287786,0.4938125344390306,0.8419421071875074,0.11756694133177026,0.5557093354496796,0.43524459607607957
0.24044171020358807,0.7893757062877785,0.1476724277765239,0.04857606543424198,0.6333842426562495,0.7695427190970063,0.6230669936503838,0.8410905578572907,0.5583029111935603,0.8514525227933567
0.27687566337048397,0.4302116780443913,0.4445583035327898,0.8667567993310601,0.11563758908536825,0.8227010613781505,0.21068814175714057,0.6259514132468948,0.6786162663581622,0.4640969514169353
0.8690011670919862,0.49717587812163877,0.9631777062276167,0.9507599464896038,0.31148898536270697,0.6246204633367084,0.8879981702817734,0.8705972890687328,0.9443465470464325,0.5343200273624007
0.7296367264330206,0.49035985524978454,0.5955404101900061,0.21291408773470588,0.04414673363849486,0.7471029100166123,0.0395410202691483,0.07233685539463197,0.21353252794658162,0.3014040790638707
0.9971185838431338,0.871933278657656,0.22622518574728268,0.10889028911876575,0.9792061256012418,0.03407068799723789,0.8240021855313053,0.4775562519132954,0.21152858804696595,0.0882678529626647
0.5517359154914109,0.08382079441972501,0.5535080795621495,0.26667383072399586,0.5459678061939349,0.2133077594293702,0.39100196598893155,0.9713215535636437,0.548413176559295,0.026651314291921024
0.27626576697740124,0.6522046790924625,0.23238505653058938,0.37062380426656105,0.6762778445638344,0.38309287092827926,0.39767620963771366,0.6809645909037656,0.742545082237173,0.6088589597336949
0.32807166108214403,0.07071495749623846,0.027083138631695647,0.63478369914155,0.9262023526282486,0.8937354312395209,0.19375969279911165,0.08451236332770584,0.006627536485609431,0.3930077360358365
0.3105492585836528,0.019706376952217886,0.4803888487446407,0.2583595985295837,0.651275691338075,0.7890270963866283,0.27378262987418156,0.4570823667291557,0.41647001505762626,0.4008021815574001
0.9428659998788346,0.19445425301615016,0.0969786926853412,0.1346382833227081,0.21687248121248137,0.02128846448656152,0.2296245476691604,0.44449945590754136,0.053327965108134534,0.6715659563155004
0.7520144095494308,0.5657533174457737,0.5746340836279511,0.20127817107938295,0.10690829703492111,0.3742128069231745,0.10325815102681912,0.19075840733223492,0.5785510476838907,0.16104195771103602
0.8597181161938481,0.8300377947673285,0.007212631716752904,0.707976177646246,0.2388065790875159,0.7887026354520643,0.2538907386309964,0.2599573524052421,0.8480393193938511,0.9327495774810376
0.740207742815946,0.35783536945870964,0.41660891804132083,0.2174891906828732,0.39793275394924055,0.7803899496053822,0.6949161899900597,0.14465105973312364,0.3502332453753194,0.8390781642912792
0.22624712769793542,0.1995049454020147,0.4605620491116409,0.5525033148907891,0.34448812221438163,0.40556405395060624,0.5813826288925505,0.378538595840891,0.06451388557150795,0.24886340744363777
0.45376109933404585,0.2416829376442856,0.8626917972051301,0.8116924739563834,0.17075070264229897,0.16423860673814505,0.47529133690011005,0.3505938357895423,0.6261956652294222,0.8623014908288921
0.8551010432211085,0.4671594582095011,0.2532466178771071,0.7211873797696845,0.9771633388642528,0.25745910248362824,0.5821578751165326,0.023610515141461064,0.8998762310866821,0.08846988158215463
0.3207199707048557,0.5171631713551896,0.37757364961323736,0.6987679784361482,0.3431650709416433,0.10091536657049593,0.23465851326271758,0.8015832836651884,0.6013156304493034,0.908619295027105
0.6756100761837148,0.9092119067966773,0.3159368555073796,0.07474134791114395,0.08670760120176901,0.16715420487469557,0.2676706533735991,0.24505775497854576,0.1588739206050266,0.08635948509130209
0.52810005294833,0.5551233788668519,0.6055297296818518,0.7888477192246371,0.9749840262700415,0.3882366918921636,0.835348801769248,0.6076379193755547,0.1679021172555789,0.6401628782541027
